Date,Sensor ID,Location,Latitude,Longitude,CO2,PM2.5,PM10,O3,NO2,AQI,AQI Level,Temperature,Humidity,Soil Moisture,Soil Moisture Category,pH,Turbidity
2026-03-08,SN-020,Davao del Sur,7.27648,125.39227,1674.02,30.16,296.37,88.74,48.28,115,Unhealthy for Sensitive Groups,31.75,92.98,35.9,Optimal,6.55,60.32
2026-03-09,SN-001,Batangas,13.77241,121.02809,2826.27,120.94,79.8,183.02,16.99,100,Moderate,30.51,62.66,54.86,Wet,6.45,75.5
2026-03-09,SN-002,Metro Manila,14.56538,120.92161,3189.96,59.88,137.57,68.05,142.66,102,Unhealthy for Sensitive Groups,35.63,46.6,49.49,Wet,7.99,16.71
2026-03-09,SN-003,Pampanga,15.1761,120.59747,4848.42,91.24,157.83,147.03,17.56,103,Unhealthy for Sensitive Groups,22.39,59.74,13.14,Dry,7.31,80.4
2026-03-09,SN-004,Bulacan,14.84333,120.84052,4245.27,20.54,237.28,158.44,119.92,134,Unhealthy for Sensitive Groups,28.5,69.19,10.2,Dry,6.84,93.72
2026-03-09,SN-005,Pampanga,15.16884,120.55406,3164.23,209.7,137.16,127.71,105.37,144,Unhealthy for Sensitive Groups,36.33,40.23,9.44,Dry,6.58,91.12
2026-03-09,SN-006,Pampanga,15.15867,120.53867,2981.6,54.87,177.45,198.86,67.79,124,Unhealthy for Sensitive Groups,32.66,43.99,25.49,Optimal,7.59,77.56
2026-03-09,SN-007,Pampanga,15.16475,120.66711,4277.27,167.8,128.67,181.33,54.19,132,Unhealthy for Sensitive Groups,24.65,95.9,27.65,Optimal,8.18,95.68
2026-03-09,SN-008,Leyte,11.04576,124.75037,825.1,128.75,210.93,139.16,66.51,136,Unhealthy for Sensitive Groups,23.91,50.03,17.36,Dry,6.78,28.19
2026-03-09,SN-009,Leyte,10.9368,124.89435,4801.21,230.84,291.64,81.62,80.55,171,Unhealthy,37.45,62.15,46.21,Wet,6.83,70.42
2026-03-09,SN-010,Cebu,10.28412,123.80402,3014.19,191.98,89.11,54.51,101.43,109,Unhealthy for Sensitive Groups,33.06,45.56,51.44,Wet,6.21,41.6
2026-03-09,SN-011,Iloilo,10.63519,122.61273,3447.63,96.35,112.34,8.37,149.38,91,Moderate,38.26,46.85,9.35,Dry,8.08,65.62
2026-03-09,SN-012,Cebu,10.34147,123.88109,2097.88,203.29,145.39,173.46,17.31,134,Unhealthy for Sensitive Groups,34.76,76.08,59.48,Wet,7.52,42.15
2026-03-09,SN-013,Leyte,11.04218,124.81838,4271.03,109.64,78.49,75.13,32.61,73,Moderate,34.81,78.21,13.63,Dry,7.29,61.78
2026-03-09,SN-014,Iloilo,10.65425,122.63047,1633.16,88.52,199.9,184.5,1.13,118,Unhealthy for Sensitive Groups,32.01,74.54,16.07,Dry,7.35,97.27
2026-03-09,SN-015,Misamis Oriental,8.42668,124.57912,608.3,154.25,245.26,128.32,49.8,144,Unhealthy for Sensitive Groups,27.15,96.58,33.28,Optimal,8.14,89.04
2026-03-09,SN-016,Davao del Sur,7.15227,125.47642,1579.66,35.0,249.22,27.73,110.31,105,Unhealthy for Sensitive Groups,32.49,61.55,28.48,Optimal,7.91,71.0
2026-03-09,SN-017,Zamboanga del Sur,7.86636,123.42655,1177.74,170.32,115.27,53.23,133.13,117,Unhealthy for Sensitive Groups,37.45,50.82,44.79,Wet,8.16,88.27
2026-03-09,SN-018,Misamis Oriental,8.50377,124.61878,4600.47,29.59,30.67,142.93,136.81,85,Moderate,37.47,55.48,13.27,Dry,7.93,33.92
2026-03-09,SN-019,Davao del Sur,7.28627,125.36913,4338.08,170.67,110.22,160.59,6.66,112,Unhealthy for Sensitive Groups,29.94,62.69,30.23,Optimal,7.3,21.33
2026-03-09,SN-020,Davao del Sur,7.27648,125.39227,4890.98,192.38,90.88,57.04,115.89,114,Unhealthy for Sensitive Groups,27.96,79.68,50.77,Wet,6.33,16.0
2026-03-10,SN-001,Batangas,13.77241,121.02809,4900.48,14.57,71.36,91.29,62.34,59,Moderate,21.23,46.95,17.91,Dry,7.74,90.27
2026-03-10,SN-002,Metro Manila,14.56538,120.92161,2524.49,192.15,172.73,113.92,56.37,133,Unhealthy for Sensitive Groups,33.81,95.46,21.66,Optimal,6.79,24.11
2026-03-10,SN-003,Pampanga,15.1761,120.59747,4532.15,190.66,290.65,47.88,47.16,144,Unhealthy for Sensitive Groups,32.15,68.19,58.07,Wet,6.92,7.86
2026-03-10,SN-004,Bulacan,14.84333,120.84052,3738.63,16.04,100.78,85.98,98.3,75,Moderate,26.29,88.08,35.09,Optimal,8.19,5.78
2026-03-10,SN-005,Pampanga,15.16884,120.55406,4053.91,229.31,45.85,130.91,61.13,116,Unhealthy for Sensitive Groups,29.83,88.36,54.68,Wet,6.23,30.82
2026-03-10,SN-006,Pampanga,15.15867,120.53867,1939.12,71.57,166.9,50.91,64.22,88,Moderate,25.9,95.69,43.5,Wet,6.54,59.11
2026-03-10,SN-007,Pampanga,15.16475,120.66711,1835.89,176.85,60.91,39.59,139.04,104,Unhealthy for Sensitive Groups,28.34,85.44,28.43,Optimal,6.24,52.56
2026-03-10,SN-008,Leyte,11.04576,124.75037,3090.06,140.08,251.72,4.89,29.62,106,Unhealthy for Sensitive Groups,32.64,85.49,10.0,Dry,6.34,27.6
2026-03-10,SN-009,Leyte,10.9368,124.89435,2435.19,59.95,45.51,34.51,43.23,45,Good,38.59,46.32,28.26,Optimal,7.04,41.37
2026-03-10,SN-010,Cebu,10.28412,123.80402,3813.5,174.63,225.4,113.83,19.38,133,Unhealthy for Sensitive Groups,37.16,82.32,43.29,Wet,7.17,63.99
2026-03-10,SN-011,Iloilo,10.63519,122.61273,1714.15,151.34,139.17,45.19,38.66,93,Moderate,20.53,91.75,18.08,Dry,7.79,97.95
2026-03-10,SN-012,Cebu,10.34147,123.88109,2626.9,73.42,84.83,79.97,118.92,89,Moderate,37.1,57.02,11.39,Dry,7.46,30.95
2026-03-10,SN-013,Leyte,11.04218,124.81838,2034.41,169.61,191.03,147.43,21.13,132,Unhealthy for Sensitive Groups,25.6,55.4,43.38,Wet,6.79,98.87
2026-03-10,SN-014,Iloilo,10.65425,122.63047,3138.37,133.36,296.37,12.14,96.01,134,Unhealthy for Sensitive Groups,26.56,80.68,12.09,Dry,6.05,34.35
2026-03-10,SN-015,Misamis Oriental,8.42668,124.57912,3266.74,140.49,56.7,28.0,44.0,67,Moderate,31.32,77.88,15.71,Dry,7.76,65.76
2026-03-10,SN-016,Davao del Sur,7.15227,125.47642,1493.21,56.94,209.75,111.47,23.49,100,Moderate,27.22,44.82,44.55,Wet,6.6,55.55
2026-03-10,SN-017,Zamboanga del Sur,7.86636,123.42655,4421.79,62.8,23.13,125.72,7.45,54,Moderate,22.42,73.61,6.32,Dry,6.62,22.37
2026-03-10,SN-018,Misamis Oriental,8.50377,124.61878,1846.79,74.77,224.59,167.93,65.7,133,Unhealthy for Sensitive Groups,23.88,99.28,32.36,Optimal,7.74,80.0
2026-03-10,SN-019,Davao del Sur,7.28627,125.36913,4777.37,200.83,276.06,169.02,110.33,189,Unhealthy,22.18,81.23,23.44,Optimal,8.35,35.62
2026-03-10,SN-020,Davao del Sur,7.27648,125.39227,3784.56,220.53,243.84,49.96,40.49,138,Unhealthy for Sensitive Groups,20.29,77.36,9.48,Dry,7.73,16.62
2026-03-11,SN-001,Batangas,13.77241,121.02809,3422.26,247.69,182.09,138.06,39.4,151,Unhealthy,28.68,61.0,17.04,Dry,8.09,41.21
2026-03-11,SN-002,Metro Manila,14.56538,120.92161,4373.21,140.44,291.16,106.93,108.53,161,Unhealthy,28.53,73.98,32.65,Optimal,6.03,31.68
2026-03-11,SN-003,Pampanga,15.1761,120.59747,2145.61,211.56,204.38,66.46,5.56,121,Unhealthy for Sensitive Groups,20.61,45.57,47.02,Wet,8.0,93.15
2026-03-11,SN-004,Bulacan,14.84333,120.84052,2141.47,106.09,226.06,71.89,5.14,102,Unhealthy for Sensitive Groups,34.83,54.77,37.45,Optimal,6.82,83.28
2026-03-11,SN-005,Pampanga,15.16884,120.55406,2695.17,48.64,280.91,54.57,2.15,96,Moderate,30.85,43.55,52.94,Wet,7.16,81.89
2026-03-11,SN-006,Pampanga,15.15867,120.53867,2071.69,37.48,50.04,94.18,71.03,63,Moderate,37.22,87.13,9.15,Dry,8.37,40.88
2026-03-11,SN-007,Pampanga,15.16475,120.66711,4276.98,194.96,119.96,65.49,52.09,108,Unhealthy for Sensitive Groups,27.88,42.16,39.15,Optimal,6.19,80.37
2026-03-11,SN-008,Leyte,11.04576,124.75037,3525.24,125.11,248.31,81.26,31.64,121,Unhealthy for Sensitive Groups,25.87,78.5,34.1,Optimal,6.07,70.31
2026-03-11,SN-009,Leyte,10.9368,124.89435,2940.2,176.67,43.03,35.0,134.92,97,Moderate,32.44,44.07,14.38,Dry,8.19,71.24
2026-03-11,SN-010,Cebu,10.28412,123.80402,4240.62,63.79,217.42,100.25,8.1,97,Moderate,31.17,70.43,33.04,Optimal,7.33,93.97
2026-03-11,SN-011,Iloilo,10.63519,122.61273,3988.9,152.56,106.05,9.4,124.37,98,Moderate,23.33,40.14,24.19,Optimal,7.46,10.29
2026-03-11,SN-012,Cebu,10.34147,123.88109,1682.78,98.36,227.67,108.9,51.99,121,Unhealthy for Sensitive Groups,35.73,74.68,20.69,Optimal,6.9,49.16
2026-03-11,SN-013,Leyte,11.04218,124.81838,4099.37,80.9,53.5,178.44,7.99,80,Moderate,27.68,67.84,18.6,Dry,6.85,16.5
2026-03-11,SN-014,Iloilo,10.65425,122.63047,3863.81,209.98,101.37,55.38,55.99,105,Unhealthy for Sensitive Groups,39.62,89.72,7.29,Dry,7.3,85.61
2026-03-11,SN-015,Misamis Oriental,8.42668,124.57912,3737.29,50.75,220.91,86.26,101.95,114,Unhealthy for Sensitive Groups,38.62,95.2,33.8,Optimal,7.1,0.19
2026-03-11,SN-016,Davao del Sur,7.15227,125.47642,988.78,93.38,39.54,82.02,114.58,82,Moderate,34.47,58.72,14.23,Dry,7.03,83.15
2026-03-11,SN-017,Zamboanga del Sur,7.86636,123.42655,804.1,135.86,23.82,25.69,133.68,79,Moderate,26.49,47.88,53.27,Wet,7.25,63.38
2026-03-11,SN-018,Misamis Oriental,8.50377,124.61878,4456.4,69.71,225.99,127.19,7.14,107,Unhealthy for Sensitive Groups,24.43,62.33,40.47,Wet,8.28,95.73
2026-03-11,SN-019,Davao del Sur,7.28627,125.36913,3886.58,88.38,84.83,196.28,24.09,98,Moderate,31.99,60.37,40.62,Wet,6.07,74.75
2026-03-11,SN-020,Davao del Sur,7.27648,125.39227,2806.05,218.81,274.11,137.8,87.33,179,Unhealthy,36.27,57.32,56.41,Wet,6.83,53.63
2026-03-12,SN-001,Batangas,13.77241,121.02809,4232.81,168.29,177.45,151.57,127.15,156,Unhealthy,37.13,65.5,22.58,Optimal,8.12,18.51
2026-03-12,SN-002,Metro Manila,14.56538,120.92161,813.56,66.85,130.65,30.95,104.94,83,Moderate,27.26,56.63,42.98,Wet,7.96,13.1
2026-03-12,SN-003,Pampanga,15.1761,120.59747,2005.57,124.85,48.36,177.05,23.01,93,Moderate,39.42,54.97,19.78,Dry,7.3,75.21
2026-03-12,SN-004,Bulacan,14.84333,120.84052,4495.63,63.38,296.74,185.8,6.65,138,Unhealthy for Sensitive Groups,29.77,87.93,46.65,Wet,6.15,2.75
2026-03-12,SN-005,Pampanga,15.16884,120.55406,1900.63,150.46,60.81,118.22,46.32,93,Moderate,30.8,82.99,54.34,Wet,7.67,69.77
2026-03-12,SN-006,Pampanga,15.15867,120.53867,2913.16,16.75,262.58,64.65,68.68,103,Unhealthy for Sensitive Groups,28.85,56.26,36.46,Optimal,7.9,75.53
2026-03-12,SN-007,Pampanga,15.16475,120.66711,4830.83,77.89,162.56,91.89,57.74,97,Moderate,27.91,84.38,22.55,Optimal,6.43,54.28
2026-03-12,SN-008,Leyte,11.04576,124.75037,3836.71,170.95,168.94,18.32,22.46,95,Moderate,25.54,75.61,52.72,Wet,8.31,56.89
2026-03-12,SN-009,Leyte,10.9368,124.89435,3303.96,245.91,28.9,184.56,101.92,140,Unhealthy for Sensitive Groups,33.19,80.63,40.07,Wet,8.06,41.53
2026-03-12,SN-010,Cebu,10.28412,123.80402,1752.03,247.81,215.25,85.13,117.54,166,Unhealthy,37.25,41.54,39.6,Optimal,8.03,22.81
2026-03-12,SN-011,Iloilo,10.63519,122.61273,3782.32,226.94,292.45,89.12,86.16,173,Unhealthy,20.64,86.86,59.08,Wet,6.29,63.84
2026-03-12,SN-012,Cebu,10.34147,123.88109,2944.78,211.98,255.21,14.12,58.48,134,Unhealthy for Sensitive Groups,29.4,90.24,30.1,Optimal,8.14,88.9
2026-03-12,SN-013,Leyte,11.04218,124.81838,1493.91,140.12,87.74,179.03,58.43,116,Unhealthy for Sensitive Groups,35.6,80.17,56.42,Wet,6.12,92.67
2026-03-12,SN-014,Iloilo,10.65425,122.63047,2329.8,65.58,42.53,139.41,99.81,86,Moderate,29.2,71.62,14.21,Dry,8.3,22.3
2026-03-12,SN-015,Misamis Oriental,8.42668,124.57912,744.17,168.17,62.05,142.38,24.22,99,Moderate,23.83,94.39,52.51,Wet,6.77,47.7
2026-03-12,SN-016,Davao del Sur,7.15227,125.47642,3099.36,12.58,140.83,16.06,20.26,47,Good,21.92,45.3,27.37,Optimal,8.45,51.57
2026-03-12,SN-017,Zamboanga del Sur,7.86636,123.42655,3830.27,100.39,130.92,109.42,116.23,114,Unhealthy for Sensitive Groups,37.48,82.75,46.84,Wet,8.25,52.2
2026-03-12,SN-018,Misamis Oriental,8.50377,124.61878,1693.58,140.83,229.94,184.49,4.65,139,Unhealthy for Sensitive Groups,29.4,65.42,28.67,Optimal,7.1,12.17
2026-03-12,SN-019,Davao del Sur,7.28627,125.36913,3640.39,60.0,60.04,180.37,142.06,110,Unhealthy for Sensitive Groups,21.99,81.2,14.75,Dry,7.4,80.64
2026-03-12,SN-020,Davao del Sur,7.27648,125.39227,2914.3,241.01,296.8,17.38,110.51,166,Unhealthy,25.61,81.11,59.97,Wet,6.98,23.6
2026-03-13,SN-001,Batangas,13.77241,121.02809,4577.86,31.14,85.0,108.13,58.01,70,Moderate,37.01,98.48,12.22,Dry,7.63,48.03
2026-03-13,SN-002,Metro Manila,14.56538,120.92161,1222.21,105.29,241.59,21.51,12.93,95,Moderate,31.86,50.37,22.94,Optimal,8.06,24.49
2026-03-13,SN-003,Pampanga,15.1761,120.59747,4323.46,12.34,150.22,51.76,62.78,69,Moderate,26.7,92.37,6.02,Dry,7.79,21.75
2026-03-13,SN-004,Bulacan,14.84333,120.84052,4978.4,160.3,6.46,50.88,0.13,54,Moderate,30.73,45.12,18.46,Dry,8.41,96.82
2026-03-13,SN-005,Pampanga,15.16884,120.55406,515.68,122.74,206.57,154.13,71.9,138,Unhealthy for Sensitive Groups,35.12,55.81,54.37,Wet,7.48,18.02
2026-03-13,SN-006,Pampanga,15.15867,120.53867,3819.86,213.47,135.42,5.07,0.6,88,Moderate,21.64,42.73,34.36,Optimal,6.68,90.05
2026-03-13,SN-007,Pampanga,15.16475,120.66711,4254.57,37.67,182.8,189.07,29.18,109,Unhealthy for Sensitive Groups,28.54,66.65,44.01,Wet,8.06,63.3
2026-03-13,SN-008,Leyte,11.04576,124.75037,3759.81,134.45,97.57,1.31,51.13,71,Moderate,20.93,73.64,54.73,Wet,8.12,78.3
2026-03-13,SN-009,Leyte,10.9368,124.89435,4456.04,78.65,84.62,188.61,78.37,107,Unhealthy for Sensitive Groups,34.68,65.48,55.0,Wet,7.14,50.56
2026-03-13,SN-010,Cebu,10.28412,123.80402,409.69,169.13,279.86,51.88,7.35,127,Unhealthy for Sensitive Groups,34.44,54.94,43.7,Wet,6.7,54.48
2026-03-13,SN-011,Iloilo,10.63519,122.61273,2848.36,161.03,2.26,83.3,64.47,77,Moderate,29.98,66.36,36.33,Optimal,6.12,35.86
2026-03-13,SN-012,Cebu,10.34147,123.88109,3326.2,204.19,17.77,126.44,116.15,116,Unhealthy for Sensitive Groups,34.6,63.91,58.29,Wet,6.41,9.07
2026-03-13,SN-013,Leyte,11.04218,124.81838,4102.54,195.83,211.58,31.64,9.55,112,Unhealthy for Sensitive Groups,21.79,56.56,49.94,Wet,6.86,10.66
2026-03-13,SN-014,Iloilo,10.65425,122.63047,1261.61,230.48,17.07,168.94,84.01,125,Unhealthy for Sensitive Groups,30.38,46.67,21.05,Optimal,6.84,87.42
2026-03-13,SN-015,Misamis Oriental,8.42668,124.57912,1770.73,154.91,215.42,94.93,47.53,128,Unhealthy for Sensitive Groups,26.84,46.9,51.8,Wet,6.16,31.7
2026-03-13,SN-016,Davao del Sur,7.15227,125.47642,2064.38,144.27,235.54,164.34,52.34,149,Unhealthy for Sensitive Groups,20.49,82.72,8.11,Dry,7.01,16.86
2026-03-13,SN-017,Zamboanga del Sur,7.86636,123.42655,1526.79,131.01,206.52,181.09,137.4,164,Unhealthy,35.78,61.69,19.99,Dry,6.03,36.6
2026-03-13,SN-018,Misamis Oriental,8.50377,124.61878,3765.93,192.48,269.57,68.93,94.69,156,Unhealthy,23.04,80.8,47.6,Wet,8.23,13.31
2026-03-13,SN-019,Davao del Sur,7.28627,125.36913,4144.08,22.39,240.79,27.89,29.46,80,Moderate,31.75,75.0,47.97,Wet,7.01,15.6
2026-03-13,SN-020,Davao del Sur,7.27648,125.39227,790.2,225.25,117.25,105.99,79.5,132,Unhealthy for Sensitive Groups,27.48,84.67,35.49,Optimal,6.2,88.2
2026-03-14,SN-001,Batangas,13.77241,121.02809,3771.13,206.79,4.89,96.61,65.19,93,Moderate,37.76,41.49,44.99,Wet,7.82,34.65
2026-03-14,SN-002,Metro Manila,14.56538,120.92161,2826.18,23.36,161.93,87.62,23.91,74,Moderate,27.99,89.94,16.73,Dry,7.57,85.13
2026-03-14,SN-003,Pampanga,15.1761,120.59747,3950.16,58.27,10.48,149.51,92.58,77,Moderate,30.34,81.67,31.19,Optimal,6.54,70.83
2026-03-14,SN-004,Bulacan,14.84333,120.84052,635.37,241.96,294.64,31.74,8.2,144,Unhealthy for Sensitive Groups,22.45,99.72,40.43,Wet,7.36,21.68
2026-03-14,SN-005,Pampanga,15.16884,120.55406,3201.14,43.86,95.9,110.07,83.64,83,Moderate,24.76,47.47,10.26,Dry,6.0,21.75
2026-03-14,SN-006,Pampanga,15.15867,120.53867,1445.9,34.64,183.97,10.89,140.1,92,Moderate,21.6,77.62,40.28,Wet,8.22,57.96
2026-03-14,SN-007,Pampanga,15.16475,120.66711,2323.98,24.82,37.47,134.82,131.35,82,Moderate,34.43,96.97,23.96,Optimal,7.52,99.25
2026-03-14,SN-008,Leyte,11.04576,124.75037,2005.11,90.82,266.6,76.54,38.95,118,Unhealthy for Sensitive Groups,35.83,58.29,29.53,Optimal,7.54,99.99
2026-03-14,SN-009,Leyte,10.9368,124.89435,4632.74,194.7,288.17,135.87,106.84,181,Unhealthy,37.49,89.61,37.6,Optimal,6.43,63.48
2026-03-14,SN-010,Cebu,10.28412,123.80402,4411.1,62.49,115.91,43.49,144.79,91,Moderate,28.33,91.92,44.04,Wet,8.42,89.89
2026-03-14,SN-011,Iloilo,10.63519,122.61273,3238.67,138.79,41.17,13.75,46.43,60,Moderate,38.97,62.82,23.78,Optimal,7.8,19.93
2026-03-14,SN-012,Cebu,10.34147,123.88109,3705.34,0.77,276.8,193.5,146.6,154,Unhealthy,20.42,97.17,6.67,Dry,7.51,66.87
2026-03-14,SN-013,Leyte,11.04218,124.81838,4873.87,239.47,77.31,26.96,26.04,92,Moderate,36.62,50.54,43.5,Wet,6.52,54.98
2026-03-14,SN-014,Iloilo,10.65425,122.63047,3834.0,158.04,23.65,173.94,13.77,92,Moderate,34.92,98.8,56.72,Wet,6.73,25.66
2026-03-14,SN-015,Misamis Oriental,8.42668,124.57912,3873.74,161.33,259.98,132.5,2.31,139,Unhealthy for Sensitive Groups,38.12,89.98,27.01,Optimal,7.79,67.15
2026-03-14,SN-016,Davao del Sur,7.15227,125.47642,4601.59,20.28,119.83,120.77,38.7,74,Moderate,22.47,90.41,52.12,Wet,7.85,42.32
2026-03-14,SN-017,Zamboanga del Sur,7.86636,123.42655,2514.3,2.23,205.47,169.08,116.38,123,Unhealthy for Sensitive Groups,35.81,84.91,51.51,Wet,8.18,61.47
2026-03-14,SN-018,Misamis Oriental,8.50377,124.61878,3079.47,54.9,34.34,3.38,141.01,58,Moderate,33.02,50.46,22.39,Optimal,6.39,72.45
2026-03-14,SN-019,Davao del Sur,7.28627,125.36913,615.33,193.58,171.56,94.49,13.92,118,Unhealthy for Sensitive Groups,21.38,93.35,28.98,Optimal,7.07,1.17
2026-03-14,SN-020,Davao del Sur,7.27648,125.39227,4512.36,10.71,118.66,194.2,119.89,110,Unhealthy for Sensitive Groups,31.59,71.75,42.87,Wet,6.23,84.89
2026-03-15,SN-001,Batangas,13.77241,121.02809,1841.7,52.06,58.32,8.96,29.23,37,Good,23.93,58.5,41.35,Wet,6.71,15.33
2026-03-15,SN-002,Metro Manila,14.56538,120.92161,1627.13,237.33,9.85,198.64,63.48,127,Unhealthy for Sensitive Groups,31.07,41.63,39.85,Optimal,6.84,83.81
2026-03-15,SN-003,Pampanga,15.1761,120.59747,3119.36,243.98,178.38,145.17,16.37,145,Unhealthy for Sensitive Groups,36.84,49.96,25.14,Optimal,8.14,48.65
2026-03-15,SN-004,Bulacan,14.84333,120.84052,3535.77,90.01,136.72,1.75,131.99,90,Moderate,24.28,69.16,35.41,Optimal,7.38,10.84
2026-03-15,SN-005,Pampanga,15.16884,120.55406,4716.6,157.33,87.53,163.06,66.73,118,Unhealthy for Sensitive Groups,26.37,81.24,5.44,Dry,6.78,57.27
2026-03-15,SN-006,Pampanga,15.15867,120.53867,4873.87,30.33,135.8,158.04,148.49,118,Unhealthy for Sensitive Groups,30.81,57.55,34.91,Optimal,7.26,64.06
2026-03-15,SN-007,Pampanga,15.16475,120.66711,2408.76,44.14,31.6,161.5,143.56,95,Moderate,33.34,53.14,14.32,Dry,7.98,96.8
2026-03-15,SN-008,Leyte,11.04576,124.75037,4211.89,221.66,216.39,66.23,99.96,151,Unhealthy,35.59,91.0,37.83,Optimal,8.02,40.54
2026-03-15,SN-009,Leyte,10.9368,124.89435,4104.47,123.52,113.86,178.01,115.93,132,Unhealthy for Sensitive Groups,27.86,55.98,10.81,Dry,6.8,6.12
2026-03-15,SN-010,Cebu,10.28412,123.80402,2858.89,4.35,199.56,172.61,148.51,131,Unhealthy for Sensitive Groups,38.51,43.3,19.53,Dry,7.82,51.9
2026-03-15,SN-011,Iloilo,10.63519,122.61273,1037.8,68.64,292.87,46.26,39.95,111,Unhealthy for Sensitive Groups,30.23,65.32,39.02,Optimal,7.75,61.34
2026-03-15,SN-012,Cebu,10.34147,123.88109,433.75,50.16,161.81,11.98,7.4,57,Moderate,31.18,86.78,31.83,Optimal,6.15,55.45
2026-03-15,SN-013,Leyte,11.04218,124.81838,2479.42,53.33,55.6,59.36,5.03,43,Good,24.54,46.24,5.38,Dry,7.45,71.58
2026-03-15,SN-014,Iloilo,10.65425,122.63047,4316.66,6.36,65.76,182.92,103.74,89,Moderate,36.93,94.45,22.05,Optimal,8.29,31.85
2026-03-15,SN-015,Misamis Oriental,8.42668,124.57912,1162.06,210.21,269.39,53.09,41.91,143,Unhealthy for Sensitive Groups,33.03,80.04,38.82,Optimal,6.24,31.9
2026-03-15,SN-016,Davao del Sur,7.15227,125.47642,865.69,213.6,17.32,60.19,75.72,91,Moderate,29.23,97.73,19.36,Dry,7.04,47.94
2026-03-15,SN-017,Zamboanga del Sur,7.86636,123.42655,4862.02,200.22,26.46,4.49,49.22,70,Moderate,38.63,68.02,36.02,Optimal,7.46,75.52
2026-03-15,SN-018,Misamis Oriental,8.50377,124.61878,4704.86,188.11,61.81,18.81,80.74,87,Moderate,27.83,44.8,29.38,Optimal,7.68,14.7
2026-03-15,SN-019,Davao del Sur,7.28627,125.36913,3930.33,145.34,248.29,17.31,61.91,118,Unhealthy for Sensitive Groups,22.58,51.93,24.23,Optimal,7.82,80.82
2026-03-15,SN-020,Davao del Sur,7.27648,125.39227,847.04,109.09,99.75,90.63,107.93,101,Unhealthy for Sensitive Groups,38.22,67.82,11.21,Dry,8.17,47.01
2026-03-16,SN-001,Batangas,13.77241,121.02809,723.86,67.83,248.53,21.54,112.52,112,Unhealthy for Sensitive Groups,38.27,70.08,10.24,Dry,7.71,89.01
2026-03-16,SN-002,Metro Manila,14.56538,120.92161,413.2,248.62,143.83,118.68,91.69,150,Unhealthy for Sensitive Groups,25.8,43.56,36.3,Optimal,8.2,30.09
2026-03-16,SN-003,Pampanga,15.1761,120.59747,1741.19,154.79,89.85,149.01,147.05,135,Unhealthy for Sensitive Groups,26.0,77.95,5.73,Dry,7.31,16.09
2026-03-16,SN-004,Bulacan,14.84333,120.84052,3172.26,107.84,185.25,131.01,65.44,122,Unhealthy for Sensitive Groups,26.41,63.76,20.24,Optimal,8.09,85.74
2026-03-16,SN-005,Pampanga,15.16884,120.55406,3796.1,39.86,74.23,188.93,61.19,91,Moderate,27.01,77.59,22.4,Optimal,7.13,82.72
2026-03-16,SN-006,Pampanga,15.15867,120.53867,1784.9,162.74,261.36,48.28,38.37,127,Unhealthy for Sensitive Groups,38.02,51.2,53.08,Wet,7.07,39.61
2026-03-16,SN-007,Pampanga,15.16475,120.66711,1259.35,195.98,47.12,194.94,38.48,119,Unhealthy for Sensitive Groups,26.11,63.93,41.27,Wet,6.86,83.26
2026-03-16,SN-008,Leyte,11.04576,124.75037,2364.99,75.43,212.16,6.11,58.99,88,Moderate,35.92,72.21,34.59,Optimal,7.43,98.57
2026-03-16,SN-009,Leyte,10.9368,124.89435,1111.74,34.28,285.66,76.08,8.45,101,Unhealthy for Sensitive Groups,29.37,57.72,35.66,Optimal,6.57,28.82
2026-03-16,SN-010,Cebu,10.28412,123.80402,4351.88,47.26,176.32,9.08,96.65,82,Moderate,32.89,74.76,47.71,Wet,8.48,29.94
2026-03-16,SN-011,Iloilo,10.63519,122.61273,2911.84,21.04,272.84,161.75,16.26,117,Unhealthy for Sensitive Groups,28.12,80.55,42.61,Wet,6.93,60.51
2026-03-16,SN-012,Cebu,10.34147,123.88109,2999.61,31.24,14.56,129.23,49.18,56,Moderate,29.57,85.11,22.13,Optimal,6.46,39.31
2026-03-16,SN-013,Leyte,11.04218,124.81838,1166.0,67.78,101.63,171.64,37.82,94,Moderate,23.98,98.39,11.65,Dry,6.57,78.95
2026-03-16,SN-014,Iloilo,10.65425,122.63047,982.12,65.92,238.6,143.18,128.59,144,Unhealthy for Sensitive Groups,24.53,83.58,13.06,Dry,8.41,90.02
2026-03-16,SN-015,Misamis Oriental,8.42668,124.57912,3949.97,36.17,217.45,184.18,85.93,130,Unhealthy for Sensitive Groups,23.09,62.13,23.94,Optimal,6.67,38.58
2026-03-16,SN-016,Davao del Sur,7.15227,125.47642,1747.37,182.58,205.44,6.96,64.75,114,Unhealthy for Sensitive Groups,30.68,77.59,30.44,Optimal,6.05,49.84
2026-03-16,SN-017,Zamboanga del Sur,7.86636,123.42655,4491.97,151.57,29.71,39.46,121.63,85,Moderate,37.7,80.67,58.31,Wet,7.56,35.5
2026-03-16,SN-018,Misamis Oriental,8.50377,124.61878,2600.02,81.58,299.85,31.8,133.44,136,Unhealthy for Sensitive Groups,39.59,94.57,27.62,Optimal,7.58,5.79
2026-03-16,SN-019,Davao del Sur,7.28627,125.36913,906.28,8.75,117.92,156.99,80.67,91,Moderate,24.54,74.62,21.74,Optimal,7.79,36.09
